CTCF,DNase,H2A,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me3,H4K20me1,Boundary
189.70000000000002,232.03,228.4,164.05,74.24000000000001,225.5,139.44,306.14,473.02,266.04999999999995,225.48999999999998,65.11,116.08,chr1:11330001:11350001	1.34
98.88000000000001,116.63000000000001,46.99,109.71999999999998,72.92,506.6,74.58,70.88999999999999,78.30999999999999,94.60000000000002,127.54000000000002,74.78000000000002,165.2,chr1:12410001:12430001	3.58
427.32000000000005,143.79999999999998,137.63,49.690000000000005,439.35999999999996,88.68,118.02,156.52999999999997,126.63,33.79,110.5,123.90000000000002,196.19,chr1:14920001:14940001	0.67
108.79,120.27999999999999,94.29,71.96,209.01000000000002,98.66000000000001,61.09000000000001,66.86000000000001,81.24000000000001,40.88,105.77999999999999,159.94,173.51999999999998,chr1:15430001:15450001	1.22
466.76999999999987,173.55,194.2,87.67,112.81999999999998,86.69,118.14999999999998,93.71000000000001,89.19000000000001,37.18000000000001,128.48,140.45,121.86,chr1:15620001:15640001	1.27
157.48,546.4,370.83000000000004,733.6099999999999,72.27,193.28,205.14000000000001,549.8499999999999,878.1299999999999,238.87,677.42,55.23,121.92999999999999,chr1:15840001:15860001	1.48
273.49,321.31000000000006,80.74000000000001,202.90999999999997,69.92999999999999,438.16,244.21999999999997,105.31,61.989999999999995,165.40999999999997,140.08,83.52000000000001,138.87,chr1:16100001:16120001	0.67
474.10999999999996,187.99999999999997,157.64999999999998,73.8,225.35000000000002,84.12,153.31,196.05,125.68,47.080000000000005,104.55,79.07000000000001,150.01999999999998,chr1:16380001:16400001	1.79
112.66999999999999,171.62,182.84999999999994,62.18000000000001,170.57,94.68,163.73999999999998,193.30999999999997,109.68,33.60999999999999,123.49000000000001,72.28,114.66000000000001,chr1:17430001:17450001	2.22
852.3800000000001,310.01,118.47,92.32,116.04999999999998,68.46,158.29000000000002,81.63000000000001,57.02,41.60999999999999,100.07,84.52000000000001,120.56,chr1:17810001:17830001	1.34
475.13000000000005,120.99,92.13,67.24,276.15000000000003,73.68,75.11,56.5,61.07,32.19,140.56,92.44,210.07,chr1:17970001:17990001	2.69
179.54999999999998,345.1699999999999,120.21999999999998,502.94999999999993,63.7,376.11,677.3600000000001,485.40999999999997,169.36,1318.2199999999998,335.68999999999994,94.66,168.3,chr1:19240001:19260001	1.59
373.66,196.80999999999997,52.050000000000004,86.45999999999998,74.63,375.82,156.42,74.0,75.21000000000001,124.47999999999999,92.65,108.8,205.96,chr1:19650001:19670001	0.40
107.99,116.52,75.29000000000002,54.88999999999999,146.72,137.48,69.63000000000001,49.379999999999995,75.57999999999998,49.309999999999995,118.10000000000002,142.62999999999997,185.07,chr1:20010001:20030001	1.79
298.21999999999997,193.3,86.01,159.03,121.30000000000001,416.40999999999997,160.75000000000003,125.25999999999999,88.29,129.66000000000003,169.25,71.07,205.98000000000002,chr1:20230001:20250001	5.56
459.23999999999995,372.3,220.01,568.32,77.4,123.26,442.29999999999995,251.68000000000004,95.94999999999999,46.559999999999995,308.84999999999997,71.64999999999999,89.97,chr1:20520001:20540001	0.99
112.86,140.47,46.46,123.83,53.57,358.3,93.94999999999999,80.74000000000001,102.31,142.93,135.38000000000002,72.23,192.64,chr1:21260001:21280001	2.01
121.52999999999999,134.67000000000002,45.66,113.47999999999999,60.23,443.88,92.67,64.9,94.50999999999999,105.33,138.22,109.24000000000001,191.04,chr1:22000001:22020001	4.03
197.88,169.70999999999998,51.54,126.35,76.8,550.4,187.92999999999998,100.09,75.59,925.3099999999998,156.43000000000004,76.97,350.15999999999997,chr1:22420001:22440001	2.83
424.50000000000006,152.07999999999998,136.4,68.24,181.06,66.05,68.25999999999999,115.50000000000001,120.61000000000001,41.12,103.63999999999999,70.50000000000001,151.60999999999999,chr1:22740001:22760001	4.15
370.72,104.87000000000002,81.51,44.56,246.32,54.510000000000005,49.42999999999999,49.89,47.6,27.19,79.17,89.71000000000001,133.88999999999996,chr1:23000001:23020001	2.20
388.46000000000004,212.33,181.15999999999997,97.92,207.87,82.65,165.17999999999998,132.32999999999998,88.73999999999998,46.6,102.9,71.89,146.07999999999996,chr1:23290001:23310001	1.79
387.96000000000004,322.0300000000001,313.53999999999996,148.35,151.9,98.89999999999999,298.05,418.7199999999999,258.43,82.46,200.95,78.36,120.30000000000001,chr1:23850001:23870001	1.79
386.05000000000007,498.21000000000004,429.2,361.96000000000004,103.08999999999999,115.32000000000001,458.23,499.55,282.5300000000001,99.79,302.98999999999995,101.14,94.52,chr1:24510001:24530001	1.19
141.72,219.32,157.04,395.15000000000003,55.07,278.2899999999999,259.71,314.69,250.88,222.32000000000002,265.15000000000003,82.71000000000001,96.75999999999999,chr1:24720001:24740001	0.60
351.16,396.62,274.78,750.1100000000001,104.15,485.21000000000004,225.28,578.4,1081.4300000000003,971.84,866.0699999999998,82.94,206.05999999999997,chr1:24960001:24980001	0.00
283.3200000000001,190.39,101.62,77.12999999999998,98.77999999999999,156.85,134.84,204.16999999999996,123.75999999999999,55.07,119.47,74.85,170.82,chr1:25170001:25190001	3.10
271.32,276.75,269.96,363.33,108.21,334.09999999999997,865.2399999999999,536.6500000000001,165.08999999999997,235.95,298.03,100.66999999999999,169.58000000000004,chr1:25880001:25900001	1.48
192.57,238.22,302.83,322.53,93.55,460.43999999999994,290.39,642.8000000000002,737.1500000000001,445.35,463.29999999999995,105.42000000000002,178.98,chr1:26140001:26160001	1.91
355.96999999999997,234.57999999999998,456.29999999999995,113.10999999999999,172.04,92.42999999999999,232.07999999999998,483.96000000000004,463.03,54.57,187.18000000000004,102.96,139.67999999999998,chr1:26350001:26370001	1.11
424.8,169.35,105.76000000000002,53.919999999999995,99.36999999999999,68.95999999999998,77.39,63.21,55.190000000000005,27.0,99.94,76.94,92.38,chr1:26910001:26930001	1.27
429.56000000000006,237.17999999999998,214.78,312.83000000000004,84.83000000000001,208.59000000000003,257.48,518.8499999999998,749.6100000000001,598.11,471.16,98.94000000000001,134.48,chr1:27280001:27300001	2.38
816.12,385.07000000000005,267.81,275.32,79.74,156.61,305.79,348.06,361.21999999999997,157.72,329.54999999999995,79.54999999999998,138.46000000000004,chr1:27710001:27730001	1.27
94.61000000000001,120.88,35.08,101.13,62.28,468.99,74.41,60.1,73.47,493.16999999999996,116.74,57.13,170.62,chr1:28160001:28180001	0.60
105.16,185.93999999999997,68.44,157.42999999999998,63.88,248.33,166.87999999999997,178.47000000000003,108.83999999999999,548.1100000000001,115.44,85.76,153.26999999999998,chr1:28380001:28400001	1.19
133.94,339.79999999999995,212.21,350.03999999999996,64.24,244.4,196.99999999999997,263.03,382.21000000000004,224.27,296.52000000000004,80.38999999999999,105.25,chr1:28650001:28670001	2.54
465.76000000000005,242.04999999999998,159.52999999999997,69.17000000000002,186.9,68.17999999999999,119.29,74.30000000000001,68.11,29.749999999999996,102.99000000000001,55.3,172.50000000000003,chr1:29190001:29210001	4.03
100.62,110.08,102.78999999999999,61.709999999999994,280.65999999999997,98.94,60.91,49.82,69.86,29.17,106.18,133.95999999999998,178.55,chr1:30350001:30370001	2.22
687.6900000000002,386.63,161.47,173.16,115.98999999999998,73.10000000000001,221.65,230.64000000000001,87.91,59.13,154.88,79.86,151.05999999999997,chr1:31640001:31660001	1.98
302.46000000000004,225.16,182.51999999999998,123.58999999999999,108.56,98.11000000000001,217.82999999999998,120.92,83.57000000000002,57.93000000000001,142.6,83.06,102.06,chr1:31850001:31870001	1.16
453.78000000000003,158.37,144.78000000000003,95.45,167.32,295.34,326.33000000000004,248.20999999999998,121.27999999999999,133.95,113.50999999999999,107.72,184.82,chr1:32080001:32100001	1.69
111.12,149.55,153.53000000000003,131.47,82.38,532.8800000000001,164.39,274.42999999999995,239.19000000000003,358.30999999999995,183.35000000000002,64.50999999999999,179.38000000000002,chr1:32650001:32670001	3.18
81.55000000000001,115.64,138.66,54.13,271.15,82.77999999999999,94.36,148.79,76.64,26.66,82.91000000000001,134.63,145.53999999999996,chr1:32880001:32900001	1.33
110.8,122.66,35.94,99.71,61.12999999999999,631.3600000000001,83.16,78.61000000000001,94.78,388.72,127.99000000000002,65.82000000000001,186.85,chr1:33120001:33140001	0.60
579.8800000000001,161.29,124.86000000000001,61.10999999999999,258.88000000000005,67.44,172.0,195.73000000000002,102.85,47.220000000000006,92.41000000000001,77.58,184.70999999999998,chr1:33340001:33360001	2.14
554.7600000000002,284.13,187.47000000000003,295.01000000000005,87.03999999999999,182.66000000000003,225.05999999999997,131.07999999999998,108.65,48.470000000000006,147.32000000000002,112.16000000000001,80.44,chr1:33560001:33580001	1.10
75.8,95.44999999999999,55.54999999999999,41.39,146.56999999999996,68.42999999999999,35.379999999999995,43.05,74.35000000000001,24.02,83.9,75.6,138.23999999999998,chr1:35410001:35430001	0.00
473.8299999999999,193.92,254.21,79.70999999999998,193.57000000000002,163.85,239.07,272.9100000000001,195.44000000000003,83.57999999999998,140.67,72.03999999999999,190.04000000000002,chr1:36030001:36050001	3.28
185.16000000000003,104.91,87.28,84.39999999999999,89.15,263.15000000000003,85.07000000000001,65.73000000000002,73.35000000000001,51.73,148.94,73.41000000000001,159.98999999999995,chr1:36310001:36330001	2.01
983.4499999999999,223.26000000000002,384.96999999999997,215.21,84.22,255.53,170.41,319.0299999999999,526.9100000000001,308.04,286.38000000000005,68.59,115.09,chr1:36550001:36570001	1.19
360.46000000000004,391.95,228.90999999999997,180.81,141.21000000000004,99.71000000000002,185.57,108.70999999999998,62.66,30.560000000000006,133.48000000000002,70.72,106.18999999999998,chr1:36970001:36990001	1.11
380.59999999999997,343.80000000000007,154.34000000000003,395.90999999999997,75.18000000000002,473.07000000000005,561.66,412.91,148.26,413.24,301.36,70.83999999999999,177.60999999999999,chr1:38480001:38500001	1.07
496.81999999999994,353.04999999999995,267.88,445.97999999999996,99.85,80.4,316.39,245.8,125.43,98.38,341.57,81.99,99.6,chr1:39550001:39570001	0.74
100.24,136.68,42.38,110.63000000000001,81.73,569.8700000000001,105.55,67.87,76.31,208.86999999999998,119.42000000000002,78.41000000000001,148.40999999999997,chr1:39750001:39770001	1.67
224.6,242.53999999999994,122.77999999999999,252.84999999999997,134.67000000000002,537.5200000000001,176.54,520.3399999999999,764.95,1133.2899999999997,382.83,86.81000000000002,313.4800000000001,chr1:40030001:40050001	6.67
297.11,304.64,159.18000000000004,95.72999999999999,132.92,91.97999999999999,157.65999999999997,129.77,71.77000000000001,34.14000000000001,100.14000000000001,69.31,113.5,chr1:40260001:40280001	0.67
447.28000000000003,150.76999999999998,67.41,121.78999999999999,77.66000000000001,480.63,131.2,83.24,69.73,157.04,151.04000000000002,56.13999999999999,192.12,chr1:40540001:40560001	0.64
315.44,265.16999999999996,124.44,107.91,148.75,98.86,164.28000000000003,127.17000000000002,92.22,33.17999999999999,143.20000000000002,105.32000000000002,134.33999999999997,chr1:41040001:41060001	0.67
147.17999999999998,129.01,51.37,99.60000000000001,95.85999999999999,427.93999999999994,90.67,57.47,68.8,107.15,134.33,93.22,223.59,chr1:41480001:41500001	2.47
142.13,111.1,125.38999999999999,81.27,163.38,101.17999999999999,127.15000000000002,80.75,93.44,46.16,127.89000000000001,148.42999999999998,137.01999999999998,chr1:41710001:41730001	0.00
223.14999999999998,109.66,68.41000000000001,63.36999999999999,126.11999999999998,220.5,80.21999999999998,76.54,80.35,100.49000000000002,142.57,123.3,193.39,chr1:42020001:42040001	0.00
320.12,346.88999999999993,124.95,287.03999999999996,66.49000000000001,204.49,451.8,267.06,101.64,105.66,193.69,67.12,120.80000000000001,chr1:42630001:42650001	0.96
476.5999999999999,333.29,157.52999999999997,142.53,96.94,136.45,162.26,125.1,98.91999999999999,70.43,148.51999999999998,136.43000000000004,139.08,chr1:43370001:43390001	0.89
269.26,132.94999999999996,195.86999999999995,90.75000000000001,128.11,118.65,113.64000000000001,89.94,76.49000000000001,37.879999999999995,106.61000000000001,85.44999999999999,115.29,chr1:43680001:43700001	0.81
468.0700000000001,301.62000000000006,340.87,236.3,109.71,127.61,291.89,495.36999999999995,547.27,298.65000000000003,259.33000000000004,125.02000000000001,114.21000000000001,chr1:43980001:44000001	1.19
96.94,93.39,64.78,84.85000000000001,71.56999999999998,258.35,82.75999999999999,65.1,69.67,187.81000000000003,113.55999999999999,54.96,136.69,chr1:44190001:44210001	0.32
116.34,388.64,102.10999999999999,348.28,68.65999999999998,342.4699999999999,300.62,204.01000000000002,112.9,319.95,208.12,120.46000000000001,136.29,chr1:44790001:44810001	1.07
313.05,225.86999999999995,217.46,75.46,126.78,96.13000000000001,88.62,218.85999999999999,143.27,40.46,116.87,75.27000000000001,122.88,chr1:45290001:45310001	3.36
150.26000000000002,292.97999999999996,311.86,362.48,74.25,298.14,252.82,432.67,601.8000000000001,308.83000000000004,467.72999999999996,86.14000000000001,142.95,chr1:45800001:45820001	1.49
107.88,194.2,68.95,193.01999999999995,76.05999999999999,549.9099999999999,165.73999999999998,138.78,98.58,229.15999999999997,157.85999999999999,91.97,198.53,chr1:46070001:46090001	2.22
160.06999999999996,127.94,48.879999999999995,84.63,72.71000000000001,331.54,98.64000000000001,65.84,77.25999999999999,60.99999999999999,117.59,65.78999999999999,151.46000000000004,chr1:46470001:46490001	2.37
485.25,299.1700000000001,212.78000000000003,98.52,140.8,124.54,186.84,222.62,159.35,78.77999999999999,154.33000000000004,103.66,142.28,chr1:46860001:46880001	2.01
586.0,199.53,260.59,89.79,106.12999999999998,78.75,130.99,217.89999999999998,118.64999999999999,31.82,127.0,68.52,85.68000000000002,chr1:47630001:47650001	0.67
914.59,323.66,400.10999999999996,263.34,317.46999999999997,225.90999999999997,431.72,756.1800000000001,707.26,437.40999999999997,293.60999999999996,169.22,178.45,chr1:47890001:47910001	2.38
504.13,235.7,177.73,91.06000000000002,194.88,110.12,195.16000000000003,165.05,102.85,27.74,110.68,97.63,129.10000000000002,chr1:48190001:48210001	2.82
373.49999999999994,139.73999999999998,151.75000000000003,68.72,231.80000000000004,86.14999999999999,97.9,105.7,83.92,21.169999999999998,110.35,113.19,132.12000000000006,chr1:48550001:48570001	0.67
148.69000000000003,108.35000000000001,81.22,56.77000000000001,214.39999999999998,92.12000000000002,64.3,56.279999999999994,76.93,34.029999999999994,115.61999999999999,94.17,179.06999999999996,chr1:48710001:48730001	0.67
168.53000000000003,126.99,131.60000000000002,71.23,223.27,99.51,84.00999999999999,74.94999999999999,86.88999999999999,29.95,137.69000000000003,94.46000000000001,187.0,chr1:49000001:49020001	1.59
128.13,108.05999999999999,111.59,69.15999999999998,210.26000000000002,104.5,67.86,58.19,95.57,19.490000000000002,93.00000000000001,99.45,148.87,chr1:49350001:49370001	1.21
115.43999999999998,252.17,307.18999999999994,293.19999999999993,92.85000000000001,141.08999999999997,227.79,305.56,419.69,345.46000000000004,289.57,59.86,98.11,chr1:52070001:52090001	1.19
113.11,146.60000000000002,29.919999999999998,76.25999999999999,65.11,441.72,56.15999999999999,40.339999999999996,69.25,101.17,101.29,46.0,138.26,chr1:52260001:52280001	1.11
106.57000000000001,127.39,30.37,81.64999999999999,58.75,373.1500000000001,52.06999999999999,74.95,87.82,251.57999999999998,117.87,64.98,161.31,chr1:52540001:52560001	0.00
294.01,235.25999999999996,326.97,424.20000000000005,60.2,504.17,130.26,360.52,766.5200000000001,567.28,520.53,72.03,143.85,chr1:52860001:52880001	3.58
336.91999999999996,160.28,58.06,101.3,81.83000000000001,490.5,176.99,81.0,64.57,151.83999999999997,135.2,61.8,211.44,chr1:53730001:53750001	1.52
475.66,114.97999999999999,83.16,56.120000000000005,287.58,74.01000000000002,55.59,63.150000000000006,81.46000000000001,27.28,101.92,74.32,179.42000000000002,chr1:53910001:53930001	4.70
145.64000000000001,109.72999999999999,42.39,84.25,80.35000000000001,405.18,54.56999999999999,67.82000000000001,65.07000000000001,330.96000000000004,112.13,46.63999999999999,175.32999999999998,chr1:54280001:54300001	1.34
108.97000000000001,103.72999999999998,62.03,71.89,80.25,242.47,60.51,57.809999999999995,82.57000000000001,51.01,117.32,69.74999999999999,148.37000000000003,chr1:54550001:54570001	1.13
103.8,128.98999999999998,45.32999999999999,154.31,74.08000000000001,756.05,148.88,68.98000000000002,69.39999999999999,723.48,116.94999999999999,75.21000000000001,319.92,chr1:55320001:55340001	2.47
125.15,108.96,38.47,116.25,37.17,588.7599999999999,58.31,47.14,79.19000000000001,82.08000000000001,116.91,56.08,166.83,chr1:55550001:55570001	1.19
89.71000000000001,135.98999999999998,135.45999999999998,83.21,181.10999999999999,113.32000000000001,105.79,90.76000000000002,82.11999999999999,29.31,94.83000000000003,104.14999999999998,149.96,chr1:56850001:56870001	0.40
536.8299999999999,216.63999999999996,225.61999999999998,129.08,165.19,90.44,235.21999999999997,172.11,103.54,32.17,116.96000000000001,140.01,134.10999999999999,chr1:57280001:57300001	2.98
287.24,153.26000000000002,82.94999999999999,94.15,68.95,206.35,75.72000000000001,60.51,71.53999999999999,48.089999999999996,123.29999999999998,51.879999999999995,119.77,chr1:58980001:59000001	1.03
237.89999999999995,218.46,269.53999999999996,281.87,77.93,152.37999999999997,159.35999999999999,292.42,329.32,94.21999999999998,309.18,118.81,107.13,chr1:59750001:59770001	0.60
144.56000000000003,96.61999999999999,134.77000000000004,73.69,156.72,128.57,69.88999999999999,75.78000000000002,100.04999999999998,32.46,111.39999999999999,126.59000000000002,158.74,chr1:60240001:60260001	2.01
401.97,119.52000000000001,105.66,62.42000000000001,180.85999999999999,94.21000000000001,54.370000000000005,90.00000000000001,74.83999999999999,27.86,114.28000000000002,88.8,161.42000000000002,chr1:60420001:60440001	0.00
695.28,237.72,438.3,107.85000000000001,151.43999999999997,113.87,197.61999999999998,500.98,394.99,30.04,160.86,110.83999999999999,103.69,chr1:61500001:61520001	2.22
131.50000000000003,118.62,51.13,121.21,59.65,374.38,80.14,74.47,78.38,118.00999999999999,100.13,57.93000000000001,154.23000000000002,chr1:62380001:62400001	2.69
79.72999999999999,114.26999999999998,76.53,70.94,91.19999999999999,230.67000000000002,70.72,50.99,62.58,36.919999999999995,104.8,63.63999999999999,138.73999999999998,chr1:62620001:62640001	1.79
220.97999999999996,148.31,49.559999999999995,78.80999999999999,43.89000000000001,207.82,59.88999999999999,67.54999999999998,94.28999999999999,38.62,134.76999999999998,69.74,160.17999999999998,chr1:63290001:63310001	3.36
132.12,225.62000000000003,294.88,314.43000000000006,83.82,248.07999999999998,161.57,381.31,675.2499999999999,568.5999999999999,336.63,83.49999999999999,161.38000000000002,chr1:64050001:64070001	0.67
271.2300000000001,249.07000000000002,207.89000000000001,186.2,93.46999999999998,88.32000000000001,200.73999999999998,159.54000000000002,100.82000000000001,28.099999999999998,109.31,97.33,101.87999999999998,chr1:64710001:64730001	1.67
188.71,150.70000000000005,55.68999999999999,116.13000000000001,79.89,449.17999999999995,113.15999999999998,79.95,91.73,65.42,137.59999999999997,94.41,190.62,chr1:65290001:65310001	0.74
278.58000000000004,143.85999999999999,113.76,53.05,184.45,64.35000000000001,71.44,91.53,73.91,22.119999999999997,97.71000000000001,73.41,140.35999999999999,chr1:66420001:66440001	1.19
614.97,239.07,118.84000000000002,106.76999999999998,285.61,89.41000000000001,157.86,115.60999999999999,90.89,32.35,132.48999999999998,90.53999999999999,176.58,chr1:66700001:66720001	0.67
73.71,111.37,94.29999999999998,39.919999999999995,125.58,79.22999999999998,82.44,74.37,67.50000000000001,22.840000000000007,81.38,81.21000000000002,138.79999999999998,chr1:66940001:66960001	1.19
145.57,118.52000000000001,89.21,58.52999999999999,373.96999999999997,85.62,68.7,94.25999999999999,90.17999999999999,35.29,114.37000000000002,103.86999999999999,164.35,chr1:67210001:67230001	1.67
139.65,168.45,32.599999999999994,100.26,62.03,520.9799999999999,59.82000000000001,63.87,85.26000000000002,148.4,126.73,45.949999999999996,172.0,chr1:67440001:67460001	0.89
410.46999999999997,256.39000000000004,168.97,88.82,131.82999999999998,114.71000000000001,124.39000000000001,92.13999999999999,75.30000000000001,28.32,123.03,73.96,122.72,chr1:67680001:67700001	1.55
292.81,315.04,163.32999999999996,135.36999999999998,103.61999999999999,83.94999999999999,144.39,99.35,73.68,45.89,152.75,120.41,91.93,chr1:67980001:68000001	2.38
383.05,454.54999999999995,256.22999999999996,498.19,68.4,143.48,560.4,311.84999999999997,111.82000000000002,119.44,243.9,70.95999999999998,109.45,chr1:68300001:68320001	0.99
561.8199999999999,187.1,112.87,109.97000000000001,99.92999999999999,217.17,187.91000000000003,104.25000000000001,76.08,57.57,129.60999999999999,73.0,157.42,chr1:68570001:68590001	2.07
130.14000000000001,119.16999999999999,129.41,96.87,100.95,131.42,117.56,96.45,94.89,33.39,101.60000000000002,174.46999999999997,115.95,chr1:69010001:69030001	0.67
171.22,389.00000000000006,338.05999999999995,749.9100000000001,75.12,349.86,178.10999999999999,655.92,1254.5300000000002,1766.3700000000001,918.25,75.30999999999999,174.64000000000001,chr1:70670001:70690001	0.49
113.74,122.12,109.35,49.709999999999994,122.68,97.39000000000001,60.28,52.66,72.17,27.919999999999998,81.61,77.07000000000001,127.73000000000002,chr1:77340001:77360001	0.67
129.70000000000002,100.89999999999999,103.67,55.23,208.54999999999998,88.49,60.81,75.75,83.78999999999999,23.89,93.53999999999998,126.66000000000001,144.81,chr1:77700001:77720001	2.47
127.73,125.06,39.78,71.93999999999998,75.58,294.93,90.82999999999998,91.33000000000001,83.20000000000002,68.05999999999999,98.13,67.03999999999999,124.85000000000002,chr1:78150001:78170001	1.11
208.09,159.35999999999999,43.050000000000004,186.22999999999996,67.77,802.6400000000001,112.94000000000001,134.85,105.74,565.5300000000001,156.49,71.53,190.57,chr1:78410001:78430001	1.76
153.79,181.92,133.42999999999995,77.83,87.25999999999999,107.77,129.14,90.46000000000001,79.98,30.26,107.55,127.08,115.18,chr1:79150001:79170001	0.00
107.08999999999999,99.08,81.91,44.15,122.81,55.239999999999995,33.04,48.96,65.03,17.680000000000003,81.33,110.17999999999999,123.35,chr1:79940001:79960001	2.01
287.82000000000005,181.56999999999996,229.48,93.3,92.02000000000001,146.31,149.64999999999998,150.02,97.74000000000001,30.38,119.08,86.44,120.86,chr1:82000001:82020001	2.38
148.15000000000003,102.2,89.55000000000001,74.25,64.80000000000001,156.17999999999998,72.22999999999999,69.49000000000001,80.59,102.48999999999998,78.94,65.8,120.11999999999999,chr1:84420001:84440001	2.40
228.1,135.63,74.49000000000001,106.16,62.88999999999999,185.84,123.19000000000001,133.68000000000004,102.15,84.00999999999999,92.94,91.17,118.72,chr1:84600001:84620001	0.67
184.44000000000003,163.96,133.9,56.44999999999999,109.36,68.62,134.74,106.46000000000001,80.11999999999999,24.11,116.14000000000001,75.66999999999999,103.33999999999999,chr1:84900001:84920001	1.19
545.12,172.16,294.81,86.95,191.42999999999998,97.56,153.54,156.68000000000004,110.54,31.09,145.42,80.86,152.97,chr1:86950001:86970001	2.38
132.4,146.85999999999999,177.21,85.05000000000001,116.24000000000001,139.21,147.85000000000002,123.72,91.52000000000001,46.36,120.76999999999998,82.09,124.78999999999999,chr1:87210001:87230001	0.89
105.69999999999997,143.79,177.46,134.87999999999997,67.98000000000002,127.21000000000001,273.51000000000005,149.85000000000002,89.7,48.03,123.63000000000001,82.94,119.69,chr1:87570001:87590001	0.99
100.59,108.43,41.44,123.19,41.01,173.75,92.46,96.00000000000001,79.66000000000001,712.73,104.74,70.72,178.25,chr1:89180001:89200001	2.01
236.80999999999995,114.06,126.30999999999999,44.2,180.71999999999997,86.07,54.66,64.2,85.30999999999999,22.17,117.23000000000002,128.06,129.32,chr1:89540001:89560001	2.01
274.68,203.68,99.82,125.18,205.67,92.05999999999999,144.54999999999998,135.66000000000003,103.14999999999999,26.27,119.34,149.3,135.18,chr1:89930001:89950001	0.99
313.27000000000004,249.79,354.13999999999993,184.62,113.24999999999999,166.61999999999998,186.31,333.79,577.29,115.53999999999999,264.57,137.07,144.61999999999998,chr1:90080001:90100001	1.85
374.7699999999999,246.43,350.14,119.28999999999999,164.75,99.22,238.64000000000004,411.28999999999996,393.86,54.86,173.71,92.50999999999999,119.17999999999999,chr1:90270001:90290001	1.67
77.05,83.13,64.46,39.71,169.67999999999998,66.92,46.05000000000001,58.08,81.61999999999999,13.939999999999998,66.83,65.41999999999999,95.89,chr1:90520001:90540001	4.03
86.9,266.01000000000005,193.55,105.27999999999999,252.98000000000005,107.45,136.72,111.48,89.09,32.379999999999995,109.61999999999999,128.17000000000002,175.38,chr1:92030001:92050001	1.19
324.89000000000004,134.87,88.67,58.760000000000005,166.99,93.33,51.61999999999999,44.67,72.51,16.700000000000003,99.98,41.68,117.00999999999999,chr1:92450001:92470001	1.19
