CTCF,DNase,H2A,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me3,H4K20me1,Boundary
10.67,49.78,58.23,36.03,56.64,43.58,42.33,49.6,39.8,58.8,41.48,151.94,62.24,chr10:80001:100001
207.14,213.44,140.89,129.82,109.53,423.99,83.72,57.08,71.27,185.25,153.04,123.9,275.42,chr10:1120001:1140001
150.55,278.52,77.58,125.39,113.53,511.59,123.86,93.61,88.9,171.38,159.07,157.64,256.1,chr10:5909995:5929995
106.51,238.45,135.02,173.5,104.77,548.42,120.01,256.89,392.27,312.33,256.97,114.65,314.74,chr10:7829995:7849995
216.71,241.22,81.77,176.16,102.03,270.7,146.77,90.2,80.67,229.43,177.2,138.77,289.99,chr10:11549995:11569995
129.74,306.04,183.3,235.64,105.32,351.47,152.47,397.88,764.44,398.6,363.24,134.71,342.57,chr10:12229995:12249995
114.92,193.07,119.61,114.74,104.68,189.61,112.34,80.73,76.35,161.78,147.15,147.57,227.68,chr10:14549995:14569995
113.7,204.69,193.15,101.4,130.05,108.67,86.32,66.28,75.88,157.32,118.23,151.69,161.93,chr10:15429995:15449995
123.84,192.66,71.63,107.74,66.56,160.94,106.5,52.82,82.41,113.6,114.81,100.46,187.26,chr10:15829995:15849995
0,14.23,0,4.6,4.05,2.73,3.78,0,1.46,4.7,4.08,0,1.09,chr10:18189995:18209995
50.8,172.02,92.89,141.59,83.75,201.74,100.09,128.92,149.69,148.31,138.02,103.53,158.98,chr10:18909995:18929995
220.62,238.75,109.68,143.9,112.69,118.46,104.24,82.54,79.65,200.67,131.32,149.87,153.24,chr10:22269995:22289995
105.87,177.79,101.82,122.58,78.86,369.37,85.52,50.59,70.68,134.72,123.57,93.97,180.75,chr10:24869995:24889995
277.62,235.18,207.24,163.28,123.99,118.09,127.26,112.91,74.02,135.37,115.02,158.79,140.83,chr10:26029995:26049995
307.81,243.44,269.13,111.35,115.86,93.15,129.64,115.91,91.01,151.79,134.93,114.45,152.8,chr10:27629995:27649995
358.64,258.33,105.57,151.2,106.19,324.01,140.66,89.14,71.21,170.72,138.01,119.37,244.04,chr10:29749995:29769995
98.28,198.44,185.51,105.69,114.99,113.1,107.99,62.81,78.83,170.34,101.95,125.14,119.96,chr10:32669995:32689995
100.02,212.48,233.82,115.31,126.14,113.56,91.4,66.79,64.85,161.32,129.61,149.62,159.63,chr10:35389995:35409995
109.25,1843.49,151.19,99.27,110.55,126.99,66.2,42.82,91.76,108.42,94.63,308.84,130.61,chr10:42389995:42409995
95.97,169.34,125.48,136.26,104.67,253.65,108.36,82.47,105.26,159.01,143.04,168.95,206.76,chr10:43669995:43689995
85.38,168.65,153.32,93.36,202.75,165.9,66.61,92.73,132.52,171.46,123.43,423.46,121.04,chr10:44069995:44089995
34.92,61.85,71,31.05,49.48,43.68,45.21,18.53,39.39,54.78,49.58,68.52,55.47,chr10:48289995:48309995
1.94,51.02,49.8,12.65,38.31,23.66,28.35,20.72,8.76,38.31,27.88,27.32,48.41,chr10:49359995:49379995
74.78,221.71,234.21,79.41,345.81,84.61,105.92,316.47,289.65,104.16,119.8,100.34,136.8,chr10:51479995:51499995
0.97,8.15,21.35,13.78,6.39,4.55,10.08,2.82,8.57,12.1,8.16,16.21,13.07,chr10:51959995:51979995
216.03,281.36,211.65,180.04,105.26,123.19,131.09,79.54,75.92,117.02,120.93,149.39,90.54,chr10:54559995:54579995
197.19,211.86,179.67,119.85,117.45,136.47,96.75,73.21,75.39,149.14,135.37,141.3,192.23,chr10:60159995:60179995
293.6,270.63,129.88,152.58,105.17,136.09,135.15,75.05,84.21,146.68,149,112.73,189.81,chr10:62559995:62579995
231.18,316.35,200.8,102.01,337.95,106.77,124.56,212.6,129.57,139.48,134.98,127.45,188.87,chr10:63639995:63659995
125.55,187.94,157.8,101.08,111.92,116.84,75.83,51.24,62.59,129.8,121.55,165.8,138.77,chr10:64159995:64179995
315.28,322.03,106.38,161.9,89.61,615.02,100.98,75.15,74.66,161.5,122.7,103.12,226.7,chr10:64919995:64939995
120.81,184.59,58.36,109.57,81.13,110.99,101.03,37.15,60.98,122.31,104.95,122.44,103.81,chr10:68719995:68739995
126.85,312.92,240.68,169.67,196.06,102.21,203.63,158.33,69.42,182.18,144.28,160.68,147.72,chr10:71479995:71499995
120.69,319.65,141.4,161.33,111.31,213.47,177.86,431.54,485.87,312.49,242.74,141.25,339.38,chr10:72159995:72179995
360.08,352.63,267.48,147.59,168.95,109.11,159.91,115.56,77.43,163.53,152.19,141.35,184.56,chr10:73799995:73819995
152.9,495.4,162.92,374.39,93.93,389.06,149.6,589.64,1007.03,213.15,516.85,144.07,209.32,chr10:74999995:75019995
251.44,434.34,186.54,184.81,146.77,402.29,139.64,264.71,369.3,190.77,229.37,131.15,344.8,chr10:75559995:75579995
325.27,417.27,181.83,267.6,147.06,316.66,208.16,165.07,82.04,215.24,187.65,132.15,292.82,chr10:79799995:79819995
2.91,45.38,18.43,31.01,19.65,122.86,21.29,19.23,22.2,52.25,41.66,22.82,79.88,chr10:81560021:81580021
93.29,176.34,107.45,123.77,86.3,117.24,104.26,66.75,69.78,162.81,123.62,138.89,179.35,chr10:83880021:83900021
268.7,289.86,185.04,111.94,211.65,107.58,117.31,92.66,79.88,169.22,140.95,149.98,204.39,chr10:86000021:86020021
405.53,452.29,220.6,188.27,179.69,104.62,250.12,164.86,80.65,191.29,154.17,131.25,166.37,chr10:88440021:88460021
4.85,58.11,27.29,16.56,43.99,23.66,30.98,27.57,22.63,49.34,42.06,19.44,48.47,chr10:89120021:89140021
156.93,302.19,136.08,166.83,101.65,400.89,118.65,403.26,483,272.96,197.21,354.58,183.87,chr10:89560021:89580021
265.81,259.02,211.89,96.16,137.19,84.75,133.59,65.43,70.01,142.79,128.45,113.18,178.07,chr10:90560021:90580021
152.9,371.69,146.24,227.89,127.89,130.92,213.96,308.27,293.91,153.01,149.18,194.22,159.33,chr10:91000021:91020021
105.9,170.18,77.86,99.59,75.27,482.24,70.34,44.75,71.77,142.62,114.95,128.16,171.07,chr10:91520021:91540021
114.24,196.68,74.19,149.57,100.65,505.06,82.34,52.8,93.11,166.65,130.92,155.45,218.1,chr10:93760021:93780021
210.89,229.68,74.16,150.72,94.99,560.93,108.48,68.9,69.09,137.46,143.99,136.13,222.05,chr10:94400021:94420021
414.41,292.15,172.12,174.48,179.81,109.45,118.39,125.94,70.67,143.16,123.66,128.68,153.9,chr10:95560011:95580011
121.82,241.82,78.11,202.75,111.76,553.89,127.22,84.17,71.16,167.11,148.65,131.1,218.3,chr10:96360011:96380011
218.89,221.35,98.59,101.49,95.79,94.07,103.3,82.36,83.32,138.91,115.53,108.25,169.5,chr10:97760011:97780011
523.71,419.35,243.41,158.43,207.86,132.35,225.02,229.66,129.5,174.61,155.21,133.36,147.74,chr10:98120011:98140011
468,470.4,254.96,203.12,412.21,101.76,254.33,493.34,256.68,181.2,180.75,129.05,232.58,chr10:105440011:105460011
129.56,238.75,160.61,128.18,136.66,141.13,136.61,96.12,89.6,178.58,156.22,195.6,148.93,chr10:106120011:106140011
290.95,231.76,144.52,145.2,254.22,126.64,118.34,64.86,67.45,157.23,117.16,148.5,233.91,chr10:108360011:108380011
112.37,231.38,213.91,139.37,126.39,117.01,130.64,99.62,66.82,157.04,125.83,134.87,184.61,chr10:112480011:112500011
107.58,200.27,107.6,149.33,177.64,216.35,150.17,211.17,188.46,215.35,145.65,229.07,269.68,chr10:115440011:115460011
121.4,221.52,120.82,136.86,138.89,216.09,100.68,64.33,73.88,188.49,135.33,220.63,194.81,chr10:116040011:116060011
112.44,193.3,93.69,138.07,116.88,506.92,93.09,73.23,69.27,138.11,154.87,135.34,201.8,chr10:116600011:116620011
102.88,279.41,213.93,164.43,215.63,131.18,152.97,199.7,195.49,190.59,158.23,174.91,192.4,chr10:118360011:118380011
134.81,208.33,195.95,133.91,153.96,122.31,120.24,106.96,75.43,190.12,138.04,198.46,168.69,chr10:122680011:122700011
116.5,264.23,134.59,171.08,128.37,485.14,163.37,101.86,87.46,175.46,153.7,122.07,272.01,chr10:124000011:124020011
207.36,239.37,186.33,210.03,190.01,139.44,108.84,259.91,267.89,177.14,224.96,318.72,160.87,chr10:124720011:124740011
141.06,247.02,82.28,173.39,108.47,243.14,177.48,141.59,95.07,339.55,151.89,105.97,376.97,chr10:126640011:126660011
2.91,24.53,8.2,17.94,24.21,35.63,8.05,11.53,12.39,26.28,20.68,88.8,53.05,chr11:160001:180001
212.25,299.7,212.8,127.55,594.42,129.44,163.37,293.24,193.39,187.41,152.07,180.49,196.64,chr11:1593425:1613425
416.9,426.2,210.65,139.55,258.69,101.51,124.85,121.29,84.76,208.29,155.91,177.86,272.89,chr11:2433425:2453425
134.34,396.47,103.4,164.79,172.77,312.97,216.34,154.17,101.06,185.03,148.18,253.45,295.54,chr11:2953425:2973425
130.77,187.47,123.37,111.89,123.51,108.08,79.33,48.82,65.95,150.83,98.31,212.2,159.69,chr11:5993425:6013425
100.12,145.46,86.94,150.33,76.53,218.65,141.35,124.55,65.4,175.55,137.92,141.94,178.56,chr11:8153425:8173425
132.04,558.96,164.31,344.07,142.98,326.63,292.37,233.4,87.51,181.91,187.79,133.43,193.1,chr11:8713425:8733425
108.71,178.27,95.04,109.77,119.71,140.89,65.78,51.46,62.2,126.19,113.7,138.19,149.04,chr11:8993425:9013425
212.14,235.52,174.53,161.47,79.5,139.34,132.37,96.95,65.89,126.48,114.44,182.11,89.78,chr11:9553425:9573425
122.96,242.87,254.53,140.93,136.62,340.15,136.82,96.11,75.25,158.1,140.65,124.61,178.52,chr11:10793425:10813425
114.23,236.62,215.86,137.53,183.97,134.73,142.02,97.4,80.44,170.67,134.82,203.46,186.84,chr11:12033425:12053425
111.61,168.7,164.61,101.12,108.76,107.25,65.38,52.74,76.77,142.41,98.49,157.39,129.83,chr11:12313425:12333425
184.73,332.62,221.14,207.97,91.77,115.97,139.43,392.89,535.95,199.51,249.61,137.48,164.67,chr11:13473425:13493425
222.45,233.77,148.48,113.77,158.13,110.89,156.64,123.84,82.99,136.4,129.52,135.53,153.89,chr11:14553425:14573425
127.68,199.82,163.97,110.94,104.13,97.22,97.21,65.17,71,134.97,116.47,179.76,129.95,chr11:15273425:15293425
192.35,242.7,114.46,123.87,128.85,180.64,94.74,78.07,67.62,155.42,149.49,170.02,231.77,chr11:17233425:17253425
194.49,184.63,115.49,61.93,69.7,81.82,71.58,27.83,75.08,101.47,88.36,107.61,109.87,chr11:22313425:22333425
140.47,184.78,137.35,113.3,95.22,111.19,90.45,50.45,77,131.06,102.13,120.13,145.19,chr11:22873425:22893425
135.45,199.69,141.76,121.74,89.27,114.21,113.2,65.53,87.18,150.37,105.73,111.86,134.76,chr11:24633425:24653425
228.92,241.99,85.92,109.14,96.85,333.04,101.02,51.74,67.28,152.42,128.61,130.82,194.65,chr11:30353425:30373425
87.92,181.18,125.79,85.58,88.78,105.03,82.39,46.6,68.93,127.87,96.66,122.04,129.45,chr11:31073425:31093425
78.65,154.1,119.23,77.07,96.53,92.12,64.59,48.85,81.96,122.47,88.35,185.07,136.15,chr11:32673425:32693425
247.87,270.12,200.3,116.6,302.37,107.04,105.79,233.03,168.39,163.04,148.38,130.51,180.14,chr11:33833425:33853425
176.82,331.71,194.03,491.05,128.74,404.87,212.02,517.31,1105.87,898.73,551.32,135.69,476.29,chr11:34073425:34093425
188.01,264.15,310.44,142.7,171.02,116.13,129.52,113.02,91.36,195.24,164.3,174.12,198.63,chr11:34513425:34533425
171.83,219.86,160.06,110.75,118.34,83.79,84.4,74.45,66.35,146.07,115.99,138.84,152.95,chr11:36553425:36573425
386.73,352.71,209.3,137.5,237.77,122.31,113.36,289.88,302.34,140.37,144.32,120.46,177.69,chr11:40313425:40333425
104.38,195.58,68.52,94.81,116.88,474.14,67.82,36.28,78.05,165.2,115.8,240.46,196.58,chr11:43473425:43493425
429.37,587.99,176.36,363.6,160.14,231.95,311.51,378.11,407.79,231.26,209.51,112.74,260,chr11:44953425:44973425
213.96,324.94,105.16,208.31,149.51,337.19,249.17,216.03,104.47,198.68,189.73,148.08,342.78,chr11:45873425:45893425
241.32,674.79,264.63,360.68,593.03,352.46,302.33,769.22,702.94,208.99,267.3,143.08,304.87,chr11:46393425:46413425
195.05,321.93,242.56,218.14,107.76,304.15,125.21,404.68,673.25,261.92,425.48,122.28,261.84,chr11:46633425:46653425
124.96,383.9,166.61,225.29,117.13,408.49,127.34,325.59,435.91,196.95,284.97,149.85,273.63,chr11:47593425:47613425
10.67,42.75,20.29,11.43,19.77,36.33,9.83,0.94,19.21,35.24,14.56,200.75,13.16,chr11:51173425:51193425
0,0,0,0,0.81,0.91,0,0,2.19,7.4,1.36,15.06,0,chr11:54753425:54773425
93.62,190.6,86.49,178.54,78.17,262.01,201.02,152.35,92.43,333.39,145.55,92.51,302.05,chr11:58353425:58373425
165.22,659.92,347.91,381.57,242.76,211.84,245.9,883.46,946.61,227.57,420.89,149.25,286.48,chr11:60673425:60693425
132.81,189.46,172.64,100.86,135.54,391.14,87.35,60.09,56.96,178.94,132.88,143.86,263.41,chr11:61913425:61933425
200.4,405.66,144.19,403.43,134.93,738.29,200.1,584.66,540.41,400.31,468.48,121.45,422.05,chr11:62633425:62653425
223.83,561.58,228.18,425.08,121.64,330.32,248.54,607.59,745.27,248.58,302.07,139.62,287.82,chr11:64073425:64093425
113.47,381.66,215.63,276.27,151.25,487.14,196.72,333.02,354.98,208.21,214.56,143.48,307.81,chr11:64593425:64613425
258.85,536.47,208.91,265.5,138.58,449.36,256.44,431.26,262.26,208.33,202.08,129.22,328.2,chr11:65393425:65413425
77.72,311.38,177.08,173.89,120.9,100.53,175.55,291.5,345.99,140.66,174.37,90.6,148.75,chr11:67553425:67573425
334.15,412.65,239.31,183.16,253.26,97.03,264.67,175.02,84.91,177.05,162.08,140.3,190.49,chr11:69520820:69540820
123.61,273.5,114.03,157.19,145.97,511.36,158.2,109.02,74.44,184.99,154.68,140.31,297.8,chr11:70272353:70292353
318.76,254.32,95.26,142.21,170.97,351.92,107.36,75.68,77.79,216.66,124.31,295.81,256.56,chr11:70632353:70652353
194.25,387.19,129,223.22,136.55,223.09,251.37,197.16,92.27,258.85,158.59,131.16,369.07,chr11:72432353:72452353
290.25,509.97,163.5,156.24,582.47,127.3,331.13,326.94,100.42,187.07,157.52,115.72,353.36,chr11:73032353:73052353
138.29,191.47,151.84,116.64,128.89,359.27,99.55,72.29,62.81,180.58,152.46,219.52,249.45,chr11:74712353:74732353
255.47,296.68,142.12,205.6,116.68,799.18,182.89,324.71,173.12,289.4,197.83,122.71,439.55,chr11:75112353:75132353
281.35,415,203.32,163.28,220.21,110.32,204.82,153.64,88.09,176.27,168.18,127.33,190.94,chr11:76432353:76452353
215.6,303.58,134.28,148.44,122.37,133.88,146.42,90.08,68.51,181,145.93,132.9,237.68,chr11:76792353:76812353
142.82,317.03,149.51,224.81,121.48,345.86,136.82,419.69,435.57,261.87,271.96,132.19,262.8,chr11:77832353:77852353
188.43,200.51,161.11,102.89,81.54,89.47,110.1,55,70.93,131.94,115.38,91.82,153.6,chr11:81272353:81292353
116.96,161.85,119.44,81.79,74.3,74.23,61.29,30.72,59.69,106.62,119.19,82.7,133.97,chr11:82032353:82052353
120.75,327.03,136.44,204.53,89.38,281.47,142.19,390.12,458.51,160.2,261.23,104.09,176.62,chr11:85352353:85372353
214.24,218.75,166.99,117.45,121.33,125.24,86.97,48.57,69.09,124.69,156.93,133,171.3,chr11:86112353:86132353
258.23,396.8,303.91,256.78,111.34,112.08,210.45,198.8,95.43,146.84,150.26,122.98,135.54,chr11:86632353:86652353
92.31,176.91,45.3,99.98,71.7,184.2,93.42,70.13,67.3,135.69,112.11,125.52,157.15,chr11:89870353:89890353
213.87,208.72,128.82,121.68,151.3,133.62,92.38,72.2,72.14,139.48,119.7,194.56,160.23,chr11:92670353:92690353
125.27,352.54,233.96,166.34,347.96,114.79,168.76,470.17,418.91,178.69,195.64,116.4,230.89,chr11:94270353:94290353
312,305.5,220.11,185.51,188.55,102.78,123.53,366.9,506.45,153.19,242.67,115.39,153.48,chr11:94790353:94810353
328.04,208.48,90,124.7,84.2,550.46,67.28,50.45,71.26,154.9,131.28,121.25,212.65,chr11:95550353:95570353
278.86,227.44,217.74,98.25,122.8,123.78,115.39,69.52,77.2,149.38,134.94,126.03,148.28,chr11:100444791:100464791
106.04,181.95,113.85,89.9,74.12,80.72,65.49,26.56,58.09,112.31,85.22,119.49,129.25,chr11:100884791:100904791
236.77,255.34,177.61,119.08,89.28,108.99,94.93,78.99,73.87,117.31,115.72,153.15,131.33,chr11:101284791:101304791
104.89,205.1,112.84,146.13,67.96,95.5,113.07,182.37,132.32,107.83,108.23,95.83,65.85,chr11:102604791:102624791
81.33,109.84,50.98,61.15,61.47,217.69,34.97,26.73,60.76,97.31,81.98,132.25,108.98,chr11:103004791:103024791
151.24,196.82,126.54,100.33,117.45,181.95,61.55,47.55,95.62,159.98,110.02,452.17,111.55,chr11:106004791:106024791
263.78,212.84,70.21,103.51,85.83,279.23,90.16,49.01,77.21,142.91,129.57,129.02,228.79,chr11:107404791:107424791
348.46,271.68,229.55,112.44,87.65,112.26,96.88,75.43,88.22,117.96,120.06,139.91,109.99,chr11:109804791:109824791
133.99,300.84,228.27,153.47,518.1,151.8,219.82,571.47,396.18,186.8,187.26,150.2,185.16,chr11:111404791:111424791
422.51,364.93,233.08,215.27,118.53,351.17,146.59,341.08,534.61,191.96,263.03,114.72,271.81,chr11:117084791:117104791
281.63,453.05,255.41,210.9,639.45,152.94,273.39,618.81,492.23,193.62,187.49,143.82,241.6,chr11:118004791:118024791
272.99,389.39,118.54,134.79,160.16,172.25,210.93,145.28,91.06,171.93,148,126.64,205.77,chr11:118524791:118544791
319.35,559.13,211.24,341.62,122.08,485.85,200.81,604.37,953.32,258.87,414.92,139.66,287.95,chr11:118884791:118904791
403.14,413.02,233.51,130.68,201.25,117.24,161.22,137.3,77.45,140.9,123.93,113.68,192.3,chr11:120164791:120184791
323.14,377.94,298.25,180.6,183.93,151.72,181.93,318.93,172.75,185.21,166.31,192.26,157.47,chr11:121524791:121544791
386.63,367.51,153.22,157.15,132.46,190.64,217.49,136.36,70.46,184.66,150.98,146.2,262.03,chr11:123444791:123464791
301.61,424.79,176.26,172.65,285.39,126.28,166.46,371.13,439.72,159.35,240.99,127.96,252.59,chr11:124524791:124544791
81.28,386.9,153.17,182.56,116.41,516,101.76,388.23,546.41,215.26,285.03,147.39,234.58,chr11:125444791:125464791
74.22,183.09,167.37,142.36,102.19,121.78,106.39,75.03,70.33,123.87,88.38,204.56,114.28,chr11:128004791:128024791
114.25,188.18,97.4,116.73,84.08,273.97,104.15,62.87,66.46,128.71,113.64,106.81,183.93,chr11:128844791:128864791
126.49,188.98,167.24,109.12,144.87,98.89,90.77,77.02,69.6,149.35,128.35,125.74,174.87,chr11:130804791:130824791
121.88,253.85,190.48,121.14,222.84,134.6,144.81,113.94,70.41,183.99,136.91,145.27,192.48,chr11:134204791:134224791
16.59,75.02,74.51,36.43,75.77,41.95,51.03,36.12,31.87,49.32,47.55,66.96,59.12,chr12:135740:155740
246.68,504.78,154.24,299.88,132.99,430.24,219.94,342.71,330.47,212.71,272.95,146.56,292.28,chr12:2919740:2939740
119.74,291.34,199.16,181.64,198.86,135.11,168.56,176.69,86.06,169.28,134.74,186.8,192.01,chr12:3159740:3179740
428.24,370.02,217.84,110,253.34,133.75,132.9,173.98,83.44,173.99,160.28,133.53,232.74,chr12:4959740:4979740
212.65,276.53,207.83,157.71,138.26,117.5,139.73,99.15,63.42,137.74,134.06,112.34,119.2,chr12:7818734:7838734
38.8,120.92,119.18,63.03,81.43,64.79,63.42,46.02,47.97,104.97,81.44,82.42,118.95,chr12:8338734:8358734
368.18,266.51,221.18,112.28,108.33,108.28,127.34,96.91,77.23,157.61,131.17,144.93,139.12,chr12:9858734:9878734
260.15,246.53,248.9,124.93,115.19,121.99,141.75,118.65,71.74,124.83,128.58,107.27,143.84,chr12:10338734:10358734
235.84,249.55,191.77,92.11,130.75,131,64.5,142.71,92.09,131.37,134.99,203.59,137.96,chr12:10898734:10918734
221.31,273.18,260.68,130.09,288.75,100.04,149.65,200.96,101.61,177.61,141.99,161.37,170.78,chr12:12938734:12958734
116.11,209.41,121.1,117.12,89.99,124.25,105.18,51.85,71.44,121.15,119.97,101.37,136.6,chr12:15698734:15718734
61.27,189.48,130.89,99.19,99.94,229.68,112.26,86.45,66.69,178.84,109.18,192.53,209.66,chr12:16098734:16118734
136.66,179.89,166.6,93.26,88.05,97.15,64.67,51.84,66.4,132.19,106.38,139.75,138.29,chr12:18258734:18278734
139.32,209.02,195.78,129.67,105.92,106.28,89.62,63.38,72.48,132.74,113.32,138.43,147.09,chr12:19818734:19838734
196.22,213.93,221.3,113.79,119.6,94.6,107.75,61.25,83.78,133.9,143.11,126.75,169.53,chr12:21818734:21838734
155.88,205.5,184.83,130.93,115.36,146.86,117.67,87.79,85.5,135.04,143.23,195.74,157.7,chr12:22218734:22238734
178.16,193.71,45.93,123.8,67.51,408.91,87.42,48.44,69.53,146.75,90.13,108.26,213.28,chr12:22818734:22838734
118.79,217.96,149.91,177.88,85.84,109.87,149.34,116.7,84.4,125.41,123.78,121.64,170.59,chr12:24218734:24238734
118.55,269.5,106.85,250.2,114.71,253.09,261.65,205.66,91.4,359.31,166.1,158.2,366.93,chr12:25058734:25078734
122.48,206.98,150.3,165.27,109.89,434.46,129.19,104.95,88,218.93,173.49,143.26,369.02,chr12:27138734:27158734
132.93,195.28,108.01,95.27,92.35,294.91,53.96,48.19,62.51,126.84,99.61,180.3,187.8,chr12:27538734:27558734
227.91,279.27,155.66,372.21,95.73,115.49,201.86,233.94,101.19,127.4,136.2,112.51,132.53,chr12:29218734:29238734
97.49,158.55,16.06,82.37,60.99,315.48,52.48,23.1,66.81,114.1,97.88,82.36,178.13,chr12:29498734:29518734
271.42,297.85,84.25,169.29,92.55,370.18,135.54,98.75,61.39,137.5,126.09,94.63,242.18,chr12:31418734:31438734
15.52,46.82,27.91,14.95,37.21,58.42,17.6,2.82,35.9,52.38,17.14,230.03,22.31,chr12:37846695:37866695
175.79,170.65,53.5,109.52,81.88,216.08,75.02,53.12,71.95,132.1,121.41,99.2,195.71,chr12:39703734:39723734
112.26,182.19,100.59,102.8,67.43,119.61,95.82,59.15,58.77,130.75,111.68,157.38,104.75,chr12:40743734:40763734
93.88,172.08,93.67,92.49,75.12,113.52,70.29,42.51,54.28,119.63,111.74,89.16,153.26,chr12:41343734:41363734
154.6,193.74,97.8,93.52,103.38,178.84,122.52,106.34,74.77,183.57,104.92,190.42,212.75,chr12:42503734:42523734
262.1,236.7,149.46,88.6,87.21,84.64,96.37,70.59,68.7,117.92,100.51,125.72,149.94,chr12:45503734:45523734
262.96,447.97,254.07,242.48,150.24,134.26,149.35,329.18,305.51,152.98,188.55,251.7,104.15,chr12:46383734:46403734
178.78,247.78,133.08,93.09,103.12,80.95,110.51,75.28,83.61,122.16,102.02,142.25,118.59,chr12:47423734:47443734
262.14,395.78,195.71,125.42,196.06,85.79,213.67,155.98,67.25,173.37,136.29,122.5,184.29,chr12:48223734:48243734
186.37,332.41,222.49,133.92,456.37,113.13,143.92,268.77,144.35,165.54,149.77,137.61,212.41,chr12:49463734:49483734
546.37,600.31,237.99,291.38,210.73,310.92,211.5,447.75,495.96,235.19,285.33,134.75,268.03,chr12:50463734:50483734
107.88,191.27,98.45,165.39,114.94,706.98,87.94,59.92,85.02,196.81,152.08,119.94,266.12,chr12:50823734:50843734
270.14,476.97,197.32,373.66,170.65,98.96,332.28,315.68,112.33,165.59,158.99,125.18,141.29,chr12:52503734:52523734
199.7,544.07,139.68,277.25,235.61,798.69,296.21,461.68,266.45,195.98,214.03,135.51,370.12,chr12:53423734:53443734
255.87,446.26,190.97,345.12,140.78,248.32,164.56,504.09,378.07,173.21,272.85,102.11,147.13,chr12:54063734:54083734
91.96,224.18,192.99,158.43,196.35,116.51,130.74,94.66,69.28,153.6,131.71,154.27,162.49,chr12:54863734:54883734
46.9,94.21,80.23,44.16,48.04,61.17,58.76,62.77,54.63,63.59,43.83,146.34,46.72,chr12:55543734:55563734
120.71,417.42,157.1,314.64,118.65,582.41,244.28,564.78,618.22,313,395.61,132.82,376.8,chr12:57103734:57123734
198.46,240.07,124.36,142.59,100.49,95.76,97.07,92.45,64.81,126.34,100.55,141.44,104.32,chr12:59783734:59803734
103.34,194.8,71.74,98.48,79.15,151.11,107.43,61.95,64.66,239.72,124.7,110.72,244.2,chr12:62663734:62683734
366.38,379.45,246.48,168.07,153,97.09,125.07,394.28,434.8,170.84,180.68,144.91,141.28,chr12:64223734:64243734
157.4,241.36,261.91,271.46,142.33,119.36,203.18,163,81.8,158.21,157.32,140.14,133.67,chr12:64903734:64923734
161.93,257.73,186.51,203,91.51,166.63,88.8,235.95,243.72,209.18,146.72,182.79,183.63,chr12:66543734:66563734
